order_id,user_id,order_ts,amount,currency,country,status
o-5848,u-1900,2026-02-09T00:00:00Z,4179.99,JPY,jp,COMPLETED
o-5849,u-4504,2026-02-04T00:00:00Z,15716.89,JPY,JP,COMPLETED
o-5850,u-215,2026-02-05T00:00:00Z,5942.56,JPY,us,REFUNDED
o-5851,u-4623,2026-02-07T00:00:00Z,15516.68,JPY,JP,CANCELLED
o-5852,u-2875,2026-02-04T00:00:00Z,10785.12,JPY,jp,REFUNDED
o-5853,u-3139,2026-02-05T00:00:00Z,1179.08,JPY,JP,REFUNDED
o-5854,u-931,2026-02-10T00:00:00Z,5574.93,JPY,us,CANCELLED
o-5855,u-952,2026-02-05T00:00:00Z,1770.43,JPY,us,COMPLETED
o-5856,u-3501,2026-02-06T00:00:00Z,471.66,JPY,us,COMPLETED
o-5857,u-3699,2026-02-06T00:00:00Z,8182.94,JPY,us,REFUNDED
o-5858,u-4873,2026-02-10T00:00:00Z,3772.65,JPY,JP,COMPLETED
o-5859,u-3476,2026-02-03T00:00:00Z,5337.89,JPY,jp,COMPLETED
o-5860,u-1962,2026-02-09T00:00:00Z,8281.63,JPY,jp,CANCELLED
o-5861,u-4793,2026-02-01T00:00:00Z,15733.07,JPY,jp,CANCELLED
o-5862,u-1340,2026-02-09T00:00:00Z,19215.73,JPY,jp,REFUNDED
o-5863,u-4965,2026-02-07T00:00:00Z,13762.11,JPY,JP,REFUNDED
o-5864,u-2003,2026-02-01T00:00:00Z,15654.75,JPY,jp,CANCELLED
o-5865,u-741,2026-02-04T00:00:00Z,18346.47,JPY,jp,REFUNDED
o-5866,u-1850,2026-02-02T00:00:00Z,11595.82,JPY,JP,CANCELLED
o-5867,u-584,2026-02-03T00:00:00Z,12867.95,JPY,JP,CANCELLED
o-5868,u-580,2026-02-01T00:00:00Z,15489.88,JPY,us,COMPLETED
o-5869,u-2471,2026-02-10T00:00:00Z,16827.26,JPY,JP,COMPLETED
o-5870,u-4182,2026-02-04T00:00:00Z,17977.56,JPY,jp,REFUNDED
o-5871,u-3776,2026-02-10T00:00:00Z,14411.72,JPY,JP,REFUNDED
o-5872,u-3609,2026-02-08T00:00:00Z,16296.22,JPY,JP,REFUNDED
o-5873,u-4024,2026-02-10T00:00:00Z,10390.58,JPY,us,CANCELLED
o-5874,u-1355,2026-02-10T00:00:00Z,5104.41,JPY,JP,CANCELLED
o-5875,u-4018,2026-02-01T00:00:00Z,14057.59,JPY,jp,COMPLETED
o-5876,u-174,2026-02-06T00:00:00Z,14072.09,JPY,us,CANCELLED
o-5877,u-3344,2026-02-04T00:00:00Z,10009.75,JPY,jp,COMPLETED
o-5878,u-3933,2026-02-01T00:00:00Z,13517.75,JPY,us,REFUNDED
o-5879,u-2326,2026-02-01T00:00:00Z,14118.96,JPY,JP,CANCELLED
o-5880,u-2935,2026-02-01T00:00:00Z,2837.34,JPY,us,REFUNDED
o-5881,u-4365,2026-02-10T00:00:00Z,9095.32,JPY,jp,CANCELLED
o-5882,u-2481,2026-02-07T00:00:00Z,13811.95,JPY,JP,COMPLETED
o-5883,u-2976,2026-02-09T00:00:00Z,4205.47,JPY,JP,REFUNDED
o-5884,u-4830,2026-02-04T00:00:00Z,12028.18,JPY,us,CANCELLED
o-5885,u-3499,2026-02-02T00:00:00Z,5888.48,JPY,us,CANCELLED
o-5886,u-2575,2026-02-02T00:00:00Z,8076.91,JPY,us,COMPLETED
o-5887,u-1401,2026-02-04T00:00:00Z,5994.24,JPY,JP,CANCELLED
o-5888,u-4218,2026-02-03T00:00:00Z,16105.2,JPY,jp,COMPLETED
o-5889,u-4545,2026-02-05T00:00:00Z,8350.1,JPY,jp,COMPLETED
o-5890,u-1742,2026-02-10T00:00:00Z,4921.02,JPY,jp,REFUNDED
o-5891,u-1191,2026-02-04T00:00:00Z,3270.86,JPY,JP,REFUNDED
o-5892,u-3422,2026-02-03T00:00:00Z,7000.37,JPY,JP,COMPLETED
o-5893,u-3879,2026-02-07T00:00:00Z,14179.38,JPY,JP,COMPLETED
o-5894,u-4225,2026-02-07T00:00:00Z,5647.55,JPY,us,REFUNDED
o-5895,u-3106,2026-02-08T00:00:00Z,1103.72,JPY,jp,COMPLETED
o-5896,u-4354,2026-02-08T00:00:00Z,10053.96,JPY,us,CANCELLED
o-5897,u-1723,2026-02-09T00:00:00Z,3076.4,JPY,JP,COMPLETED
o-5898,u-979,2026-02-04T00:00:00Z,3647.9,JPY,JP,REFUNDED
o-5899,u-2143,2026-02-09T00:00:00Z,17967.72,JPY,JP,REFUNDED
o-5900,u-2935,2026-02-02T00:00:00Z,9030.1,JPY,us,COMPLETED
o-5901,u-3029,2026-02-08T00:00:00Z,11564.57,JPY,jp,REFUNDED
o-5902,u-2242,2026-02-04T00:00:00Z,3263.54,JPY,JP,REFUNDED
o-5903,u-850,2026-02-02T00:00:00Z,3147.71,JPY,us,COMPLETED
o-5904,u-93,2026-02-09T00:00:00Z,5567.7,JPY,JP,CANCELLED
o-5905,u-1558,2026-02-01T00:00:00Z,7773.61,JPY,us,COMPLETED
o-5906,u-4175,2026-02-07T00:00:00Z,3489.13,JPY,us,CANCELLED
o-5907,u-1316,2026-02-02T00:00:00Z,1064.43,JPY,JP,COMPLETED
o-5908,u-961,2026-02-09T00:00:00Z,5395.74,JPY,us,REFUNDED
o-5909,u-2908,2026-02-04T00:00:00Z,11615.73,JPY,us,CANCELLED
o-5910,u-2365,2026-02-02T00:00:00Z,3164.01,JPY,jp,CANCELLED
o-5911,u-1807,2026-02-09T00:00:00Z,11240.11,JPY,JP,COMPLETED
o-5912,u-1684,2026-02-07T00:00:00Z,17463.47,JPY,jp,REFUNDED
o-5913,u-624,2026-02-10T00:00:00Z,6393.57,JPY,jp,REFUNDED
o-5914,u-4390,2026-02-05T00:00:00Z,15809.05,JPY,jp,COMPLETED
o-5915,u-3639,2026-02-03T00:00:00Z,8944.05,JPY,JP,CANCELLED
o-5916,u-4868,2026-02-09T00:00:00Z,16504.45,JPY,JP,REFUNDED
o-5917,u-2007,2026-02-10T00:00:00Z,11856.64,JPY,JP,REFUNDED
o-5918,u-1937,2026-02-06T00:00:00Z,16972.0,JPY,us,REFUNDED
o-5919,u-813,2026-02-10T00:00:00Z,13096.29,JPY,us,COMPLETED
o-5920,u-4714,2026-02-10T00:00:00Z,8253.38,JPY,JP,CANCELLED
o-5921,u-2993,2026-02-05T00:00:00Z,2523.68,JPY,us,REFUNDED
o-5922,u-2615,2026-02-05T00:00:00Z,13159.96,JPY,us,COMPLETED
o-5923,u-3073,2026-02-07T00:00:00Z,19260.51,JPY,us,CANCELLED
o-5924,u-4318,2026-02-07T00:00:00Z,4286.04,JPY,jp,REFUNDED
o-5925,u-2601,2026-02-06T00:00:00Z,10014.04,JPY,jp,COMPLETED
o-5926,u-3082,2026-02-08T00:00:00Z,1476.92,JPY,us,CANCELLED
o-5927,u-4279,2026-02-05T00:00:00Z,9823.49,JPY,JP,CANCELLED
o-5928,u-4428,2026-02-10T00:00:00Z,5246.24,JPY,us,CANCELLED
o-5929,u-3275,2026-02-09T00:00:00Z,15599.83,JPY,JP,COMPLETED
o-5930,u-4874,2026-02-02T00:00:00Z,17585.62,JPY,us,COMPLETED
o-5931,u-3986,2026-02-09T00:00:00Z,8206.76,JPY,JP,CANCELLED
o-5932,u-2171,2026-02-01T00:00:00Z,9181.66,JPY,us,CANCELLED
o-5933,u-1824,2026-02-08T00:00:00Z,2672.2,JPY,JP,CANCELLED
o-5934,u-3103,2026-02-04T00:00:00Z,6249.02,JPY,jp,COMPLETED
o-5935,u-4514,2026-02-10T00:00:00Z,3526.68,JPY,JP,REFUNDED
o-5936,u-4219,2026-02-01T00:00:00Z,5835.65,JPY,us,COMPLETED
o-5937,u-3924,2026-02-10T00:00:00Z,781.93,JPY,jp,COMPLETED
o-5938,u-4041,2026-02-07T00:00:00Z,5136.73,JPY,JP,COMPLETED
o-5939,u-580,2026-02-01T00:00:00Z,4829.86,JPY,us,CANCELLED
o-5940,u-2592,2026-02-06T00:00:00Z,6857.58,JPY,us,CANCELLED
o-5941,u-3789,2026-02-05T00:00:00Z,5679.31,JPY,JP,REFUNDED
o-5942,u-3042,2026-02-08T00:00:00Z,173.56,JPY,us,COMPLETED
o-5943,u-1691,2026-02-07T00:00:00Z,16047.33,JPY,us,REFUNDED
o-5944,u-2811,2026-02-06T00:00:00Z,14508.81,JPY,us,CANCELLED
o-5945,u-4094,2026-02-02T00:00:00Z,651.36,JPY,us,REFUNDED
o-5946,u-2294,2026-02-08T00:00:00Z,2283.31,JPY,JP,CANCELLED
o-5947,u-3397,2026-02-08T00:00:00Z,9324.24,JPY,JP,COMPLETED
o-5948,u-2945,2026-02-02T00:00:00Z,12430.34,JPY,us,COMPLETED
o-5949,u-2422,2026-02-01T00:00:00Z,3652.26,JPY,JP,REFUNDED
o-5950,u-3698,2026-02-02T00:00:00Z,6361.34,JPY,jp,COMPLETED
o-5951,u-3515,2026-02-08T00:00:00Z,746.6,JPY,jp,REFUNDED
o-5952,u-2323,2026-02-10T00:00:00Z,1592.26,JPY,jp,COMPLETED
o-5953,u-3845,2026-02-06T00:00:00Z,3343.2,JPY,us,CANCELLED
o-5954,u-2640,2026-02-05T00:00:00Z,9261.55,JPY,us,CANCELLED
o-5955,u-413,2026-02-08T00:00:00Z,4632.8,JPY,JP,CANCELLED
o-5956,u-3065,2026-02-09T00:00:00Z,2746.33,JPY,JP,REFUNDED
o-5957,u-535,2026-02-01T00:00:00Z,19769.82,JPY,JP,CANCELLED
o-5958,u-3907,2026-02-09T00:00:00Z,14421.32,JPY,JP,REFUNDED
o-5959,u-1776,2026-02-09T00:00:00Z,12584.84,JPY,us,CANCELLED
o-5960,u-3222,2026-02-02T00:00:00Z,843.47,JPY,us,CANCELLED
o-5961,u-4566,2026-02-04T00:00:00Z,1248.84,JPY,us,REFUNDED
o-5962,u-2379,2026-02-03T00:00:00Z,11657.23,JPY,jp,COMPLETED
o-5963,u-1287,2026-02-06T00:00:00Z,18022.21,JPY,JP,REFUNDED
o-5964,u-232,2026-02-04T00:00:00Z,17811.27,JPY,jp,REFUNDED
o-5965,u-331,2026-02-03T00:00:00Z,11613.94,JPY,jp,CANCELLED
o-5966,u-2959,2026-02-03T00:00:00Z,17475.73,JPY,us,CANCELLED
o-5967,u-4125,2026-02-01T00:00:00Z,10108.41,JPY,JP,COMPLETED
o-5968,u-2370,2026-02-08T00:00:00Z,17234.85,JPY,JP,CANCELLED
o-5969,u-753,2026-02-01T00:00:00Z,18178.32,JPY,us,REFUNDED
o-5970,u-741,2026-02-02T00:00:00Z,1773.99,JPY,jp,CANCELLED
o-5971,u-1540,2026-02-10T00:00:00Z,4569.31,JPY,JP,CANCELLED
o-5972,u-1572,2026-02-08T00:00:00Z,6246.6,JPY,jp,CANCELLED
o-5973,u-1731,2026-02-07T00:00:00Z,19738.38,JPY,us,CANCELLED
o-5974,u-3227,2026-02-03T00:00:00Z,333.08,JPY,jp,COMPLETED
o-5975,u-2300,2026-02-06T00:00:00Z,14097.0,JPY,jp,COMPLETED
o-5976,u-1575,2026-02-07T00:00:00Z,5019.28,JPY,jp,REFUNDED
o-5977,u-1575,2026-02-03T00:00:00Z,11550.94,JPY,JP,COMPLETED
o-5978,u-2117,2026-02-09T00:00:00Z,11831.91,JPY,us,REFUNDED
o-5979,u-1541,2026-02-01T00:00:00Z,8429.61,JPY,us,CANCELLED
o-5980,u-3515,2026-02-02T00:00:00Z,4791.21,JPY,jp,REFUNDED
o-5981,u-4792,2026-02-10T00:00:00Z,12279.73,JPY,jp,COMPLETED
o-5982,u-4006,2026-02-03T00:00:00Z,6598.9,JPY,jp,REFUNDED
o-5983,u-4029,2026-02-07T00:00:00Z,17942.46,JPY,us,REFUNDED
o-5984,u-3186,2026-02-10T00:00:00Z,5771.22,JPY,us,COMPLETED
o-5985,u-655,2026-02-10T00:00:00Z,18239.3,JPY,JP,CANCELLED
o-5986,u-748,2026-02-06T00:00:00Z,13775.55,JPY,jp,REFUNDED
o-5987,u-1243,2026-02-03T00:00:00Z,17968.92,JPY,us,COMPLETED
o-5988,u-3793,2026-02-04T00:00:00Z,5659.41,JPY,JP,COMPLETED
o-5989,u-1386,2026-02-05T00:00:00Z,1575.74,JPY,us,REFUNDED
o-5990,u-3301,2026-02-09T00:00:00Z,3932.45,JPY,us,COMPLETED
o-5991,u-234,2026-02-04T00:00:00Z,144.26,JPY,JP,REFUNDED
o-5992,u-2316,2026-02-08T00:00:00Z,7925.11,JPY,jp,COMPLETED
o-5993,u-3882,2026-02-10T00:00:00Z,3835.94,JPY,jp,COMPLETED
o-5994,u-3842,2026-02-02T00:00:00Z,3404.38,JPY,jp,CANCELLED
o-5995,u-4724,2026-02-06T00:00:00Z,14083.26,JPY,us,CANCELLED
o-5996,u-774,2026-02-04T00:00:00Z,9873.88,JPY,JP,COMPLETED
o-5997,u-4054,2026-02-06T00:00:00Z,3210.33,JPY,us,CANCELLED
o-5998,u-2621,2026-02-05T00:00:00Z,11849.7,JPY,us,REFUNDED
o-5999,u-2645,2026-02-04T00:00:00Z,17856.75,JPY,JP,COMPLETED
o-6000,u-2004,2026-02-03T00:00:00Z,5127.59,JPY,us,REFUNDED
o-6001,u-1792,2026-02-10T00:00:00Z,13786.03,JPY,jp,REFUNDED
o-6002,u-1775,2026-02-08T00:00:00Z,10976.79,JPY,jp,REFUNDED
o-6003,u-811,2026-02-07T00:00:00Z,10023.42,JPY,JP,COMPLETED
o-6004,u-751,2026-02-07T00:00:00Z,5716.46,JPY,JP,CANCELLED
o-6005,u-166,2026-02-10T00:00:00Z,1071.64,JPY,JP,CANCELLED
o-6006,u-1756,2026-02-01T00:00:00Z,17963.04,JPY,jp,CANCELLED
o-6007,u-1186,2026-02-01T00:00:00Z,19973.61,JPY,jp,REFUNDED
o-6008,u-3472,2026-02-07T00:00:00Z,8879.35,JPY,us,COMPLETED
o-6009,u-1307,2026-02-08T00:00:00Z,11580.85,JPY,JP,CANCELLED
o-6010,u-2272,2026-02-03T00:00:00Z,3923.92,JPY,us,CANCELLED
o-6011,u-1892,2026-02-04T00:00:00Z,17666.51,JPY,jp,REFUNDED
o-6012,u-883,2026-02-05T00:00:00Z,9504.54,JPY,us,COMPLETED
o-6013,u-626,2026-02-10T00:00:00Z,4469.93,JPY,jp,CANCELLED
o-6014,u-4251,2026-02-08T00:00:00Z,3811.45,JPY,jp,CANCELLED
o-6015,u-3279,2026-02-05T00:00:00Z,15724.62,JPY,JP,CANCELLED
o-6016,u-3176,2026-02-08T00:00:00Z,19190.57,JPY,JP,COMPLETED
o-6017,u-4306,2026-02-09T00:00:00Z,5713.68,JPY,JP,CANCELLED
o-6018,u-1695,2026-02-02T00:00:00Z,1452.21,JPY,us,COMPLETED
o-6019,u-3655,2026-02-06T00:00:00Z,4734.68,JPY,us,COMPLETED
o-6020,u-1889,2026-02-09T00:00:00Z,12923.15,JPY,JP,COMPLETED
o-6021,u-2535,2026-02-05T00:00:00Z,15591.47,JPY,JP,CANCELLED
o-6022,u-926,2026-02-08T00:00:00Z,13611.21,JPY,jp,COMPLETED
o-6023,u-125,2026-02-07T00:00:00Z,237.88,JPY,us,CANCELLED
o-6024,u-4736,2026-02-01T00:00:00Z,10724.8,JPY,jp,COMPLETED
o-6025,u-2753,2026-02-03T00:00:00Z,2718.99,JPY,us,REFUNDED
o-6026,u-2705,2026-02-05T00:00:00Z,17801.57,JPY,JP,CANCELLED
o-6027,u-4159,2026-02-03T00:00:00Z,6778.95,JPY,jp,REFUNDED
o-6028,u-1218,2026-02-03T00:00:00Z,2632.93,JPY,JP,REFUNDED
o-6029,u-1579,2026-02-06T00:00:00Z,2492.47,JPY,JP,REFUNDED
o-6030,u-910,2026-02-01T00:00:00Z,11933.65,JPY,us,REFUNDED
o-6031,u-1443,2026-02-06T00:00:00Z,6381.5,JPY,us,REFUNDED
o-6032,u-2890,2026-02-08T00:00:00Z,19914.58,JPY,us,CANCELLED
o-6033,u-474,2026-02-04T00:00:00Z,19509.97,JPY,jp,REFUNDED
o-6034,u-1839,2026-02-02T00:00:00Z,4185.7,JPY,us,CANCELLED
o-6035,u-4046,2026-02-04T00:00:00Z,1411.1,JPY,us,REFUNDED
o-6036,u-3999,2026-02-04T00:00:00Z,4014.61,JPY,jp,CANCELLED
o-6037,u-3137,2026-02-03T00:00:00Z,18877.72,JPY,jp,CANCELLED
o-6038,u-4107,2026-02-06T00:00:00Z,13510.65,JPY,jp,COMPLETED
o-6039,u-4192,2026-02-05T00:00:00Z,4716.03,JPY,jp,CANCELLED
o-6040,u-3703,2026-02-04T00:00:00Z,2697.02,JPY,jp,COMPLETED
o-6041,u-4279,2026-02-05T00:00:00Z,4405.95,JPY,jp,COMPLETED
o-6042,u-1008,2026-02-05T00:00:00Z,18380.79,JPY,jp,REFUNDED
o-6043,u-3986,2026-02-01T00:00:00Z,12994.11,JPY,jp,REFUNDED
o-6044,u-4375,2026-02-09T00:00:00Z,5289.58,JPY,jp,REFUNDED
o-6045,u-2381,2026-02-08T00:00:00Z,5105.71,JPY,jp,COMPLETED
o-6046,u-1614,2026-02-07T00:00:00Z,14570.4,JPY,us,REFUNDED
o-6047,u-3734,2026-02-09T00:00:00Z,1922.98,JPY,JP,REFUNDED
o-6048,u-880,2026-02-04T00:00:00Z,5289.22,JPY,jp,CANCELLED
o-6049,u-4162,2026-02-09T00:00:00Z,19465.85,JPY,JP,CANCELLED
o-6050,u-1185,2026-02-01T00:00:00Z,8749.62,JPY,jp,COMPLETED
o-6051,u-163,2026-02-02T00:00:00Z,19941.76,JPY,JP,CANCELLED
o-6052,u-4348,2026-02-03T00:00:00Z,8230.95,JPY,JP,COMPLETED
o-6053,u-418,2026-02-07T00:00:00Z,1719.95,JPY,JP,REFUNDED
o-6054,u-3192,2026-02-01T00:00:00Z,2913.62,JPY,us,REFUNDED
o-6055,u-3106,2026-02-03T00:00:00Z,15733.09,JPY,JP,CANCELLED
o-6056,u-1202,2026-02-04T00:00:00Z,16823.28,JPY,us,CANCELLED
o-6057,u-3635,2026-02-07T00:00:00Z,12648.55,JPY,JP,CANCELLED
o-6058,u-4875,2026-02-02T00:00:00Z,17693.04,JPY,us,REFUNDED
o-6059,u-1197,2026-02-09T00:00:00Z,11156.22,JPY,jp,CANCELLED
o-6060,u-744,2026-02-10T00:00:00Z,967.87,JPY,jp,CANCELLED
o-6061,u-1543,2026-02-07T00:00:00Z,8968.65,JPY,us,COMPLETED
o-6062,u-1303,2026-02-05T00:00:00Z,14170.23,JPY,jp,CANCELLED
o-6063,u-138,2026-02-06T00:00:00Z,3233.83,JPY,us,COMPLETED
o-6064,u-3933,2026-02-06T00:00:00Z,4907.68,JPY,JP,CANCELLED
o-6065,u-1971,2026-02-01T00:00:00Z,16997.24,JPY,jp,CANCELLED
o-6066,u-2686,2026-02-05T00:00:00Z,18907.92,JPY,jp,REFUNDED
o-6067,u-4575,2026-02-04T00:00:00Z,11541.81,JPY,us,REFUNDED
o-6068,u-1894,2026-02-03T00:00:00Z,14809.84,JPY,jp,REFUNDED
o-6069,u-2191,2026-02-08T00:00:00Z,8891.6,JPY,JP,CANCELLED
o-6070,u-2154,2026-02-10T00:00:00Z,19017.86,JPY,JP,CANCELLED
o-6071,u-2437,2026-02-06T00:00:00Z,18194.37,JPY,JP,COMPLETED
o-6072,u-182,2026-02-06T00:00:00Z,11929.9,JPY,us,REFUNDED
o-6073,u-2930,2026-02-06T00:00:00Z,15744.24,JPY,us,REFUNDED
o-6074,u-4985,2026-02-08T00:00:00Z,16551.25,JPY,us,COMPLETED
o-6075,u-766,2026-02-06T00:00:00Z,5689.85,JPY,us,CANCELLED
o-6076,u-1755,2026-02-05T00:00:00Z,6225.24,JPY,us,CANCELLED
o-6077,u-2860,2026-02-01T00:00:00Z,8461.73,JPY,JP,COMPLETED
o-6078,u-4948,2026-02-04T00:00:00Z,8185.58,JPY,jp,CANCELLED
o-6079,u-1553,2026-02-09T00:00:00Z,18251.3,JPY,us,REFUNDED
o-6080,u-1168,2026-02-01T00:00:00Z,2740.16,JPY,jp,CANCELLED
o-6081,u-3009,2026-02-03T00:00:00Z,2044.9,JPY,JP,CANCELLED
o-6082,u-2521,2026-02-08T00:00:00Z,14332.02,JPY,us,CANCELLED
o-6083,u-3173,2026-02-06T00:00:00Z,2107.47,JPY,JP,REFUNDED
o-6084,u-4609,2026-02-01T00:00:00Z,14014.04,JPY,JP,CANCELLED
o-6085,u-2317,2026-02-04T00:00:00Z,11764.92,JPY,jp,COMPLETED
o-6086,u-2893,2026-02-09T00:00:00Z,5714.4,JPY,jp,REFUNDED
o-6087,u-242,2026-02-04T00:00:00Z,13227.94,JPY,us,COMPLETED
o-6088,u-4365,2026-02-05T00:00:00Z,12072.18,JPY,us,REFUNDED
o-6089,u-1252,2026-02-09T00:00:00Z,8007.98,JPY,JP,CANCELLED
o-6090,u-196,2026-02-05T00:00:00Z,6150.14,JPY,JP,CANCELLED
o-6091,u-3485,2026-02-01T00:00:00Z,11867.65,JPY,us,REFUNDED
o-6092,u-4424,2026-02-01T00:00:00Z,13407.16,JPY,jp,COMPLETED
o-6093,u-4824,2026-02-10T00:00:00Z,2042.1,JPY,JP,CANCELLED
o-6094,u-779,2026-02-01T00:00:00Z,5918.28,JPY,us,CANCELLED
o-6095,u-3446,2026-02-10T00:00:00Z,14317.3,JPY,JP,CANCELLED
o-6096,u-487,2026-02-02T00:00:00Z,12726.05,JPY,jp,CANCELLED
o-6097,u-647,2026-02-03T00:00:00Z,8758.52,JPY,JP,CANCELLED
o-6098,u-4497,2026-02-10T00:00:00Z,4890.79,JPY,us,CANCELLED
o-6099,u-4660,2026-02-02T00:00:00Z,8502.16,JPY,JP,REFUNDED
o-6100,u-4623,2026-02-02T00:00:00Z,17493.7,JPY,us,REFUNDED
o-6101,u-3139,2026-02-03T00:00:00Z,13654.44,JPY,us,REFUNDED
o-6102,u-3310,2026-02-10T00:00:00Z,15751.9,JPY,JP,REFUNDED
o-6103,u-4211,2026-02-03T00:00:00Z,2758.28,JPY,jp,COMPLETED
o-6104,u-3292,2026-02-05T00:00:00Z,15126.99,JPY,JP,COMPLETED
o-6105,u-566,2026-02-06T00:00:00Z,12454.71,JPY,jp,COMPLETED
o-6106,u-4814,2026-02-04T00:00:00Z,250.94,JPY,jp,COMPLETED
o-6107,u-4717,2026-02-05T00:00:00Z,13427.64,JPY,us,REFUNDED
o-6108,u-1374,2026-02-04T00:00:00Z,2959.06,JPY,jp,REFUNDED
o-6109,u-3471,2026-02-06T00:00:00Z,4344.27,JPY,us,COMPLETED
o-6110,u-665,2026-02-08T00:00:00Z,14519.03,JPY,jp,COMPLETED
o-6111,u-560,2026-02-02T00:00:00Z,13937.17,JPY,jp,REFUNDED
o-6112,u-3986,2026-02-02T00:00:00Z,4585.19,JPY,jp,REFUNDED
o-6113,u-4354,2026-02-10T00:00:00Z,13480.36,JPY,us,REFUNDED
o-6114,u-4311,2026-02-05T00:00:00Z,17878.32,JPY,us,CANCELLED
o-6115,u-2567,2026-02-08T00:00:00Z,10378.52,JPY,us,COMPLETED
o-6116,u-673,2026-02-02T00:00:00Z,10041.57,JPY,us,CANCELLED
o-6117,u-2443,2026-02-07T00:00:00Z,1980.58,JPY,JP,CANCELLED
o-6118,u-3175,2026-02-01T00:00:00Z,5911.52,JPY,jp,REFUNDED
o-6119,u-4798,2026-02-05T00:00:00Z,16511.17,JPY,JP,COMPLETED
o-6120,u-882,2026-02-01T00:00:00Z,17902.41,JPY,JP,CANCELLED
o-6121,u-1133,2026-02-01T00:00:00Z,6402.03,JPY,jp,COMPLETED
o-6122,u-2816,2026-02-02T00:00:00Z,17323.7,JPY,JP,REFUNDED
o-6123,u-2762,2026-02-08T00:00:00Z,5306.23,JPY,us,COMPLETED
o-6124,u-734,2026-02-09T00:00:00Z,1713.93,JPY,JP,REFUNDED
o-6125,u-914,2026-02-05T00:00:00Z,15052.25,JPY,JP,CANCELLED
o-6126,u-3710,2026-02-09T00:00:00Z,10372.03,JPY,us,CANCELLED
o-6127,u-3812,2026-02-04T00:00:00Z,3954.96,JPY,jp,CANCELLED
o-6128,u-1960,2026-02-06T00:00:00Z,19650.81,JPY,JP,CANCELLED
o-6129,u-1473,2026-02-02T00:00:00Z,9234.46,JPY,jp,REFUNDED
o-6130,u-4255,2026-02-01T00:00:00Z,1874.73,JPY,jp,COMPLETED
o-6131,u-176,2026-02-04T00:00:00Z,18924.49,JPY,us,CANCELLED
o-6132,u-4535,2026-02-09T00:00:00Z,9060.61,JPY,JP,REFUNDED
o-6133,u-2889,2026-02-06T00:00:00Z,12735.44,JPY,JP,COMPLETED
o-6134,u-2543,2026-02-01T00:00:00Z,12329.59,JPY,us,COMPLETED
o-6135,u-3380,2026-02-01T00:00:00Z,8613.35,JPY,us,REFUNDED
o-6136,u-606,2026-02-01T00:00:00Z,17561.74,JPY,jp,CANCELLED
o-6137,u-4650,2026-02-10T00:00:00Z,18879.96,JPY,jp,REFUNDED
o-6138,u-2911,2026-02-09T00:00:00Z,11363.6,JPY,JP,REFUNDED
o-6139,u-3953,2026-02-05T00:00:00Z,1824.17,JPY,us,REFUNDED
o-6140,u-4379,2026-02-07T00:00:00Z,10183.49,JPY,JP,COMPLETED
o-6141,u-1407,2026-02-07T00:00:00Z,16462.75,JPY,JP,CANCELLED
o-6142,u-488,2026-02-07T00:00:00Z,10908.91,JPY,us,REFUNDED
o-6143,u-2354,2026-02-01T00:00:00Z,8204.28,JPY,us,COMPLETED
o-6144,u-2428,2026-02-04T00:00:00Z,14984.26,JPY,us,COMPLETED
o-6145,u-4166,2026-02-09T00:00:00Z,18437.74,JPY,JP,REFUNDED
o-6146,u-2187,2026-02-02T00:00:00Z,7110.67,JPY,us,REFUNDED
o-6147,u-4877,2026-02-07T00:00:00Z,18170.15,JPY,jp,COMPLETED
o-6148,u-2071,2026-02-04T00:00:00Z,5014.77,JPY,us,CANCELLED
o-6149,u-1902,2026-02-07T00:00:00Z,10125.24,JPY,jp,CANCELLED
o-6150,u-2048,2026-02-05T00:00:00Z,15712.56,JPY,us,COMPLETED
o-6151,u-1474,2026-02-03T00:00:00Z,17091.83,JPY,JP,REFUNDED
o-6152,u-370,2026-02-05T00:00:00Z,965.9,JPY,jp,CANCELLED
o-6153,u-972,2026-02-06T00:00:00Z,13145.15,JPY,jp,CANCELLED
o-6154,u-4619,2026-02-04T00:00:00Z,19435.84,JPY,jp,CANCELLED
o-6155,u-1609,2026-02-08T00:00:00Z,13026.67,JPY,us,COMPLETED
o-6156,u-83,2026-02-02T00:00:00Z,17105.73,JPY,jp,REFUNDED
o-6157,u-1268,2026-02-10T00:00:00Z,10440.33,JPY,us,CANCELLED
o-6158,u-4302,2026-02-08T00:00:00Z,13041.06,JPY,us,REFUNDED
o-6159,u-4532,2026-02-04T00:00:00Z,7948.43,JPY,JP,CANCELLED
o-6160,u-931,2026-02-03T00:00:00Z,16176.04,JPY,us,COMPLETED
o-6161,u-183,2026-02-04T00:00:00Z,5657.81,JPY,JP,COMPLETED
o-6162,u-2656,2026-02-10T00:00:00Z,11132.59,JPY,JP,REFUNDED
o-6163,u-577,2026-02-06T00:00:00Z,17691.28,JPY,jp,CANCELLED
o-6164,u-3262,2026-02-08T00:00:00Z,18178.23,JPY,us,REFUNDED
o-6165,u-725,2026-02-06T00:00:00Z,11859.18,JPY,JP,CANCELLED
o-6166,u-3435,2026-02-05T00:00:00Z,15054.88,JPY,us,COMPLETED
o-6167,u-2305,2026-02-03T00:00:00Z,3209.54,JPY,us,CANCELLED
o-6168,u-334,2026-02-06T00:00:00Z,16854.75,JPY,jp,REFUNDED
